train/n_updates,time/time_elapsed,time/episodes,time/fps,rollout/success_rate,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/critic_loss,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,rollout/ep_rew_mean
111499,2160,744,51,0.36,4.286965370178223,-1.118994116783142,0.0003,0.002095238771289587,111600,150.0,0.0009029220673255622,-7.4001281599999995
112099,2173,748,51,0.38,4.235964775085449,-2.7590370178222656,0.0003,0.0017376297619193792,112200,150.0,0.0009164336952380836,-7.23445815
112699,2186,752,51,0.39,4.278865814208984,1.0660662651062012,0.0003,0.0016098420601338148,112800,150.0,0.0008934624493122101,-7.09977342
113299,2199,756,51,0.4,4.331137180328369,4.516473293304443,0.0003,0.0016367023345082998,113400,150.0,0.0008794076275080442,-7.083584159999999
113899,2211,760,51,0.41,4.325786590576172,0.1838797777891159,0.0003,0.0017179787391796708,114000,150.0,0.0008918237290345132,-6.855555430000001
114499,2224,764,51,0.4,4.351779937744141,1.9031952619552612,0.0003,0.001629168284125626,114600,150.0,0.0008884752169251442,-7.07888266
115099,2236,768,51,0.42,4.351150989532471,1.8925323486328125,0.0003,0.001835326198488474,115200,150.0,0.000892847019713372,-6.85052893
115699,2249,772,51,0.44,4.434299468994141,4.135154724121094,0.0003,0.0017735272413119674,115800,150.0,0.0009066725615411997,-6.877922079999999
116299,2261,776,51,0.45,4.319131374359131,-1.4612696170806885,0.0003,0.0016443700296804309,116400,150.0,0.0009367889724671841,-6.842484819999999
116899,2274,780,51,0.45,4.588375568389893,4.401288032531738,0.0003,0.0016271541826426983,117000,150.0,0.0009023280581459403,-6.84652805
117499,2287,784,51,0.47,4.136030197143555,-2.1420881748199463,0.0003,0.001149546355009079,117600,150.0,0.0009083744953386486,-6.664864660000001
118099,2299,788,51,0.47,4.520772457122803,-4.154822826385498,0.0003,0.0024207280948758125,118200,150.0,0.0008963086293078959,-6.58604098
118699,2312,792,51,0.47,4.367064476013184,1.0828521251678467,0.0003,0.0015799363609403372,118800,150.0,0.0009145194781012833,-6.469659089999998
119299,2324,796,51,0.49,4.4338531494140625,1.4148762226104736,0.0003,0.0014966931194067001,119400,150.0,0.0009357188828289509,-6.440343780000001
119899,2337,800,51,0.51,4.2691497802734375,-0.5437334179878235,0.0003,0.0012282044626772404,120000,150.0,0.0009172717691399157,-6.389322249999999
120499,2350,804,51,0.52,4.23804235458374,0.8219878673553467,0.0003,0.0016810799716040492,120600,150.0,0.0009273118921555579,-6.38684594
121099,2362,808,51,0.54,4.300238132476807,1.8368585109710693,0.0003,0.0016024147626012564,121200,150.0,0.0009257041965611279,-6.265152199999999
121699,2374,812,51,0.54,4.2861857414245605,-1.464709997177124,0.0003,0.0012142404448240995,121800,150.0,0.0009283077670261264,-6.258181110000001
122299,2387,816,51,0.53,4.212812900543213,0.15716221928596497,0.0003,0.0017037157667800784,122400,150.0,0.0009422487346455455,-6.22321318
122899,2400,820,51,0.56,4.247795104980469,2.85560941696167,0.0003,0.0011384733952581882,123000,150.0,0.0009416441316716373,-6.106315229999999
123499,2412,824,51,0.6,4.231287479400635,0.30414390563964844,0.0003,0.0014519264223054051,123600,150.0,0.0009473909740336239,-5.984540780000001
124099,2425,828,51,0.6,4.200934886932373,2.4862606525421143,0.0003,0.0016275406815111637,124200,150.0,0.0009488128125667572,-5.986153980000001
124699,2438,832,51,0.58,4.242413520812988,-0.015707984566688538,0.0003,0.0016847485676407814,124800,150.0,0.0009298002696596086,-5.9854060800000015
125299,2450,836,51,0.59,4.055625915527344,-0.4374978542327881,0.0003,0.0010631666518747807,125400,150.0,0.0009457863634452224,-5.970700420000001
125899,2463,840,51,0.58,4.051623344421387,-4.869156837463379,0.0003,0.0015127507504075766,126000,150.0,0.0009607788524590433,-5.885859459999999
126499,2475,844,51,0.61,4.1526689529418945,-1.621021032333374,0.0003,0.0010442952625453472,126600,150.0,0.0009396696696057916,-5.692562079999999
127099,2488,848,51,0.62,4.021587371826172,1.8843908309936523,0.0003,0.0014239548472687602,127200,150.0,0.0009308826993219554,-5.63823631
127699,2501,852,51,0.61,4.203212738037109,-1.7000340223312378,0.0003,0.0015736401546746492,127800,150.0,0.0009647715487517416,-5.64789902
128299,2514,856,51,0.62,4.146158695220947,0.21605214476585388,0.0003,0.0013664255384355783,128400,150.0,0.0009432642254978418,-5.658122530000002
128899,2527,860,51,0.64,4.155567169189453,0.23343801498413086,0.0003,0.0013505899114534259,129000,150.0,0.0009445109753869474,-5.597897220000001
129499,2539,864,51,0.67,4.007083892822266,-1.5241345167160034,0.0003,0.001121432171203196,129600,150.0,0.0009448402561247349,-5.27567858
130099,2552,868,51,0.67,3.9699933528900146,-1.9953935146331787,0.0003,0.0011219031875953078,130200,150.0,0.0009464964969083667,-5.239869270000001
130699,2564,872,50,0.67,4.132377624511719,0.3919457197189331,0.0003,0.001611271407455206,130800,150.0,0.0009539563325233757,-5.250596689999998
131299,2577,876,50,0.66,3.971529960632324,0.583382785320282,0.0003,0.0010370078962296247,131400,150.0,0.0009222869412042201,-5.2151625899999985
131899,2590,880,50,0.68,3.9703636169433594,-1.8829989433288574,0.0003,0.0010975005570799112,132000,150.0,0.0009404527954757214,-5.19972398
132499,2602,884,50,0.66,4.1087470054626465,-3.1798133850097656,0.0003,0.0010229870676994324,132600,150.0,0.000937335891649127,-5.258032109999999
133099,2615,888,50,0.66,4.058794975280762,2.0461108684539795,0.0003,0.0013115087058395147,133200,150.0,0.0009194069425575435,-5.1735827
133699,2628,892,50,0.66,3.9826042652130127,1.335243582725525,0.0003,0.0011111865751445293,133800,150.0,0.0009360169642604887,-5.194375980000001
134299,2640,896,50,0.66,3.9082393646240234,-4.382108688354492,0.0003,0.0009706573328003287,134400,150.0,0.0009481430170126259,-5.17024343
134899,2653,900,50,0.67,4.0214009284973145,-3.4945902824401855,0.0003,0.0016954697202891111,135000,150.0,0.0009253467433154583,-5.1778751299999985
135499,2666,904,50,0.68,4.1662917137146,2.733009099960327,0.0003,0.003342601004987955,135600,150.0,0.0009342239936813712,-5.07611325
136099,2679,908,50,0.69,3.987865686416626,-0.10081171989440918,0.0003,0.004222461022436619,136200,150.0,0.0009282768005505204,-5.05462953
136699,2691,912,50,0.7,3.9387574195861816,0.885009229183197,0.0003,0.0009635153692215681,136800,150.0,0.0009340841206721961,-5.006747550000001
137299,2704,916,50,0.7,3.884220838546753,-0.9634256362915039,0.0003,0.0013353318208828568,137400,150.0,0.0009312285692431033,-4.98752258
137899,2717,920,50,0.68,3.8249495029449463,-2.4450294971466064,0.0003,0.0009488355717621744,138000,150.0,0.0009268141584470868,-4.98604231
138499,2729,924,50,0.67,3.8362181186676025,2.216078996658325,0.0003,0.0014086926821619272,138600,150.0,0.0009193161968141794,-5.05585919
139099,2742,928,50,0.7,4.022337913513184,-1.6345921754837036,0.0003,0.0025728142354637384,139200,150.0,0.000927447690628469,-4.9817819
139699,2754,932,50,0.72,3.754549264907837,-0.7085298299789429,0.0003,0.0009068513754755259,139800,150.0,0.0009093786939047277,-4.9601169800000005
140299,2766,936,50,0.71,3.8011069297790527,-0.5754142999649048,0.0003,0.0010850465623661876,140400,150.0,0.0009207095135934651,-4.937571950000001
140899,2779,940,50,0.74,3.8878374099731445,-0.5280724763870239,0.0003,0.001137762563303113,141000,150.0,0.0009221084183081985,-4.844144150000001
141499,2791,944,50,0.73,3.7798004150390625,-1.1734857559204102,0.0003,0.0009192093275487423,141600,150.0,0.0009103479096665978,-4.985738100000001
142099,2804,948,50,0.72,3.6994385719299316,-1.815395712852478,0.0003,0.0008971467614173889,142200,150.0,0.0009127833764068782,-5.02034198
142699,2817,952,50,0.73,3.7788052558898926,-0.4788256883621216,0.0003,0.0013360591838136315,142800,150.0,0.0009320485987700522,-5.018204
143299,2830,956,50,0.74,3.850039005279541,0.16466397047042847,0.0003,0.0016511924332007766,143400,150.0,0.0009367072489112616,-5.0279599600000005
143899,2842,960,50,0.74,3.68483567237854,0.2658575177192688,0.0003,0.0010689996415749192,144000,150.0,0.0009062226163223386,-5.00886264
144499,2855,964,50,0.74,3.79992413520813,3.3966047763824463,0.0003,0.002156672067940235,144600,150.0,0.0009219400235451758,-4.9982611
145099,2868,968,50,0.72,3.608042001724243,-0.34642818570137024,0.0003,0.0010028192773461342,145200,150.0,0.0009228804265148938,-5.04360612
145699,2881,972,50,0.72,3.705681800842285,0.8922234773635864,0.0003,0.0014023612020537257,145800,150.0,0.0008825334371067584,-5.056308849999999
146299,2894,976,50,0.74,3.6938834190368652,-0.42796993255615234,0.0003,0.0011218837462365627,146400,150.0,0.0008743875077925622,-4.9852789699999995
146899,2906,980,50,0.76,3.623913049697876,-0.9327251315116882,0.0003,0.000960737990681082,147000,150.0,0.0008778905030339956,-4.8560884699999995
147499,2919,984,50,0.78,3.6306052207946777,-2.316209554672241,0.0003,0.0009020027937367558,147600,150.0,0.000875402067322284,-4.76843703
148099,2932,988,50,0.79,3.5920071601867676,0.48118841648101807,0.0003,0.0011719120666384697,148200,150.0,0.0008819831418804824,-4.81416791
148699,2945,992,50,0.81,3.7644314765930176,-2.2815966606140137,0.0003,0.0018368999008089304,148800,150.0,0.0008850315934978426,-4.740714979999999
149299,2958,996,50,0.82,3.742743492126465,2.1394076347351074,0.0003,0.0010287573095411062,149400,150.0,0.0008645422640256584,-4.71231835
149899,2971,1000,50,0.82,3.559922218322754,-0.42474985122680664,0.0003,0.00083182193338871,150000,150.0,0.000887321017216891,-4.6910694
150499,2983,1004,50,0.83,3.5403456687927246,0.3436429500579834,0.0003,0.0008134866366162896,150600,150.0,0.0008798291673883796,-4.66957614
151099,2996,1008,50,0.81,3.5762243270874023,-0.8888137340545654,0.0003,0.0009170603007078171,151200,150.0,0.0008840783848427236,-4.6726246300000005
151699,3009,1012,50,0.81,3.4890835285186768,-0.7190778255462646,0.0003,0.0007669801125302911,151800,150.0,0.0008885340648703277,-4.67586503
152299,3021,1016,50,0.81,3.560784339904785,0.8033867478370667,0.0003,0.001100937370210886,152400,150.0,0.0008803520468063653,-4.672972580000001
152899,3034,1020,50,0.83,3.552628517150879,0.10348924994468689,0.0003,0.00093055609613657,153000,150.0,0.000895107164978981,-4.66542524
153499,3047,1024,50,0.84,3.4884676933288574,-0.9801121950149536,0.0003,0.0010587065480649471,153600,150.0,0.0009114390122704208,-4.617922930000001
154099,3059,1028,50,0.83,3.6546437740325928,2.5753161907196045,0.0003,0.001446066191419959,154200,150.0,0.0008930829353630543,-4.63153392
154699,3072,1032,50,0.83,3.5153141021728516,1.0043458938598633,0.0003,0.000903015723451972,154800,150.0,0.0008882476831786335,-4.628648000000001
155299,3085,1036,50,0.83,3.432253360748291,-2.3619370460510254,0.0003,0.0008782728109508753,155400,150.0,0.0009005498141050339,-4.5856784600000005
155899,3097,1040,50,0.82,3.500977039337158,-1.073946475982666,0.0003,0.002825496718287468,156000,150.0,0.0009010708890855312,-4.5955231
156499,3110,1044,50,0.82,3.7028698921203613,5.280355453491211,0.0003,0.001429967232979834,156600,150.0,0.0009205202804878354,-4.50303219
157099,3123,1048,50,0.81,3.5189385414123535,2.176386833190918,0.0003,0.0011049492750316858,157200,150.0,0.000933688716031611,-4.5199739899999996
157699,3136,1052,50,0.82,3.50071120262146,0.5490301847457886,0.0003,0.0014378337655216455,157800,150.0,0.0009286017739214003,-4.46771073
158299,3149,1056,50,0.82,3.498995542526245,2.558156967163086,0.0003,0.0008840782102197409,158400,150.0,0.0008874716586433351,-4.366192860000001
158899,3161,1060,50,0.82,3.341822385787964,1.357712745666504,0.0003,0.0009773155907168984,159000,150.0,0.0009018678101710975,-4.35843726
159499,3174,1064,50,0.81,3.3449296951293945,-0.11769548058509827,0.0003,0.000980772660113871,159600,150.0,0.0009128812816925347,-4.36095552
160099,3187,1068,50,0.84,3.373141288757324,-0.15221911668777466,0.0003,0.0008338232873938978,160200,150.0,0.0009109319653362036,-4.258673429999999
160699,3200,1072,50,0.85,3.4378745555877686,1.5845575332641602,0.0003,0.001447472837753594,160800,150.0,0.0009117337176576257,-4.17844876
161299,3212,1076,50,0.85,3.3058602809906006,-3.5599358081817627,0.0003,0.0006450557266362011,161400,150.0,0.0008977518300525844,-4.19216577
161899,3225,1080,50,0.84,3.338747501373291,-2.738245725631714,0.0003,0.0007503320230171084,162000,150.0,0.000897707708645612,-4.43402428
162499,3238,1084,50,0.84,3.3469903469085693,0.6537352800369263,0.0003,0.0013823111075907946,162600,150.0,0.0009262195089831948,-4.49882232
163099,3250,1088,50,0.83,3.2471954822540283,-0.6228986978530884,0.0003,0.0008071582997217774,163200,150.0,0.0009214148740284145,-4.45954215
163699,3263,1092,50,0.83,3.239821672439575,-3.992170810699463,0.0003,0.0011176071129739285,163800,150.0,0.0009021516889333725,-4.456370300000001
164299,3275,1096,50,0.83,3.314542293548584,1.804834246635437,0.0003,0.0007602942059747875,164400,150.0,0.000913819414563477,-4.4379284
164899,3288,1100,50,0.83,3.3847453594207764,3.0825085639953613,0.0003,0.00129618588835001,165000,150.0,0.0009131237748079002,-4.43151518
165499,3300,1104,50,0.83,3.3078155517578125,0.9123538136482239,0.0003,0.0012251879088580608,165600,150.0,0.000920361839234829,-4.416784259999999
166099,3313,1108,50,0.84,3.2774314880371094,-0.6349321603775024,0.0003,0.0009389264741912484,166200,150.0,0.0009252444142475724,-4.39929676
166699,3325,1112,50,0.82,3.28655743598938,-0.27531349658966064,0.0003,0.0011383299715816975,166800,150.0,0.0009228051640093327,-4.55477411
167299,3337,1116,50,0.83,3.3364129066467285,0.8768039345741272,0.0003,0.0009062719182111323,167400,150.0,0.0009043344762176275,-4.51829175
167899,3350,1120,50,0.83,3.3216164112091064,2.51546049118042,0.0003,0.0008734927978366613,168000,150.0,0.0009290893794968724,-4.47499412
168499,3362,1124,50,0.82,3.209981679916382,-2.820937395095825,0.0003,0.0008686223882250488,168600,150.0,0.000895943318028003,-4.43536165
169099,3374,1128,50,0.82,3.2040350437164307,-3.3005568981170654,0.0003,0.0017843118403106928,169200,150.0,0.0009051282540895045,-4.4179236600000005
169699,3387,1132,50,0.83,3.251674175262451,2.294210910797119,0.0003,0.0009090704843401909,169800,150.0,0.0009165009832940996,-4.34014694
170299,3399,1136,50,0.82,3.159665107727051,-4.480728626251221,0.0003,0.000905686873011291,170400,150.0,0.0009207644034177065,-4.3812064
170899,3412,1140,50,0.81,3.086135149002075,-4.153447151184082,0.0003,0.0009179670596495271,171000,150.0,0.0009107486694119871,-4.427496799999999
171499,3424,1144,50,0.82,3.165022134780884,-0.9503645896911621,0.0003,0.0008411022135987878,171600,150.0,0.0009105142089538276,-4.342325559999999
172099,3437,1148,50,0.84,3.1566033363342285,-2.5748531818389893,0.0003,0.0010133960749953985,172200,150.0,0.000889506540261209,-4.30375436
172699,3449,1152,50,0.83,3.124602794647217,-1.1356079578399658,0.0003,0.0010925625683739781,172800,150.0,0.0009150638361461461,-4.27991811
173299,3462,1156,50,0.83,3.247445583343506,1.0268347263336182,0.0003,0.001122616115026176,173400,150.0,0.0009180414490401745,-4.29372555
173899,3474,1160,50,0.82,3.1132047176361084,0.8296477198600769,0.0003,0.0009309918386861682,174000,150.0,0.0009369993931613863,-4.365459810000001
174499,3487,1164,50,0.83,3.1576640605926514,-0.7749924659729004,0.0003,0.0010857211891561747,174600,150.0,0.0009324082639068365,-4.35714377
175099,3499,1168,50,0.81,3.178241729736328,0.9315062165260315,0.0003,0.0010594262275844812,175200,150.0,0.0009233963210135698,-4.39888817
175699,3511,1172,50,0.81,3.1804285049438477,0.6921603679656982,0.0003,0.0012160396436229348,175800,150.0,0.0009232413722202182,-4.40049563
176299,3524,1176,50,0.82,3.1524531841278076,-0.7693385481834412,0.0003,0.0009739717352204025,176400,150.0,0.0009366098674945533,-4.401502429999999
176899,3537,1180,50,0.83,3.2632741928100586,0.9642561078071594,0.0003,0.0009626296814531088,177000,150.0,0.0009065372287295759,-4.14371525
177499,3549,1184,50,0.84,3.082373857498169,-1.672386884689331,0.0003,0.0008055425714701414,177600,150.0,0.0009150433470495045,-4.048940439999999
178099,3561,1188,50,0.82,3.1610751152038574,1.1575045585632324,0.0003,0.00146113196387887,178200,150.0,0.0009183860383927822,-4.31534193
178699,3574,1192,50,0.8,3.137511730194092,-1.87409508228302,0.0003,0.0010671094059944153,178800,150.0,0.0008963783038780093,-4.52118007
179299,3587,1196,50,0.8,3.09078311920166,-0.13564549386501312,0.0003,0.0010450901463627815,179400,150.0,0.0009130092803388834,-4.533016310000001
179899,3599,1200,50,0.8,3.1418049335479736,0.7673327922821045,0.0003,0.0007960154907777905,180000,150.0,0.0009084022603929043,-4.5132959
180499,3612,1204,49,0.8,3.1681265830993652,4.1089911460876465,0.0003,0.0009142220951616764,180600,150.0,0.000907204463146627,-4.535924650000001
181099,3624,1208,49,0.8,3.176797389984131,1.695016622543335,0.0003,0.0013322778977453709,181200,150.0,0.0009286761633120477,-4.5877236
181699,3636,1212,49,0.81,3.0733635425567627,0.36069101095199585,0.0003,0.0008255327120423317,181800,150.0,0.0008959979750216007,-4.41808683
182299,3649,1216,49,0.81,3.092233657836914,1.1992954015731812,0.0003,0.0007987543940544128,182400,150.0,0.0008991750655695796,-4.40719373
182899,3662,1220,49,0.81,2.9861812591552734,-0.7552286386489868,0.0003,0.0008451538160443306,183000,150.0,0.000909833237528801,-4.43737078
183499,3674,1224,49,0.82,3.0965046882629395,-2.204577922821045,0.0003,0.0010097573976963758,183600,150.0,0.0009300619130954146,-4.42841784
184099,3686,1228,49,0.82,2.970771312713623,-1.148183822631836,0.0003,0.0009435434476472437,184200,150.0,0.0009250665898434818,-4.39746505
184699,3699,1232,49,0.8,3.0066285133361816,-2.5601086616516113,0.0003,0.0009545321809127927,184800,150.0,0.0009261973900720477,-4.427962829999999
185299,3711,1236,49,0.79,3.078505754470825,0.9970675706863403,0.0003,0.00101243588142097,185400,150.0,0.0009242226951755583,-4.459112480000001
185899,3724,1240,49,0.81,3.0899057388305664,1.8116068840026855,0.0003,0.002842863090336323,186000,150.0,0.0009027162450365722,-4.36224143
186499,3737,1244,49,0.81,3.1206963062286377,2.533433437347412,0.0003,0.0019015059806406498,186600,150.0,0.0009100718889385462,-4.379078359999999
187099,3749,1248,49,0.8,3.0466132164001465,0.7160953283309937,0.0003,0.0008598065469413996,187200,150.0,0.0008908465970307589,-4.33464195
187699,3762,1252,49,0.8,2.994245767593384,0.29247140884399414,0.0003,0.0008004026021808386,187800,150.0,0.0009101530304178596,-4.31552463
188299,3774,1256,49,0.8,3.0570874214172363,-0.9609719514846802,0.0003,0.0006029249052517116,188400,150.0,0.0009210709249600768,-4.27825439
188899,3787,1260,49,0.81,3.015648126602173,-0.2635772228240967,0.0003,0.0016043048817664385,189000,150.0,0.0009142931667156518,-4.18187667
189499,3799,1264,49,0.81,3.0807456970214844,-0.230729341506958,0.0003,0.0011926214210689068,189600,150.0,0.0008937027887441218,-4.15567545
190099,3811,1268,49,0.82,3.0052311420440674,1.6220571994781494,0.0003,0.0011480848770588636,190200,150.0,0.0008913956116884947,-4.12585034
190699,3824,1272,49,0.82,2.992462396621704,-0.7740868330001831,0.0003,0.0008657588041387498,190800,150.0,0.0009185529197566211,-4.12497269
191299,3836,1276,49,0.82,2.9678306579589844,1.4053764343261719,0.0003,0.0008860989473760128,191400,150.0,0.0008883798727765679,-4.09177318
191899,3847,1280,49,0.81,3.0078306198120117,0.6291210055351257,0.0003,0.0009682838572189212,192000,150.0,0.0008939968538470566,-4.13460431
192499,3858,1284,49,0.8,2.9422521591186523,-0.2941312789916992,0.0003,0.0009068092331290245,192600,150.0,0.0008907199953682721,-4.179727529999999
193099,3869,1288,49,0.83,2.8431074619293213,-3.5890328884124756,0.0003,0.0006551125552505255,193200,150.0,0.0008838595822453499,-3.938346609999999
193699,3880,1292,49,0.85,2.937617778778076,-3.1256353855133057,0.0003,0.0007723685703240335,193800,150.0,0.0008946693851612508,-3.7204890399999995
194299,3891,1296,49,0.84,3.020134925842285,0.5864426493644714,0.0003,0.00068907585227862,194400,150.0,0.0008979890262708068,-3.7178346899999997
194899,3903,1300,49,0.84,2.907971143722534,1.7003194093704224,0.0003,0.0005705682560801506,195000,150.0,0.0008956878446042538,-3.72206096
195499,3914,1304,49,0.83,2.9334402084350586,2.159452199935913,0.0003,0.0006751063046976924,195600,150.0,0.0008885535644367337,-3.74103355
196099,3926,1308,49,0.84,2.9306480884552,0.5203670263290405,0.0003,0.0005336125614121556,196200,150.0,0.0008898238884285092,-3.7022564400000006
196699,3937,1312,49,0.84,2.915890693664551,0.6262619495391846,0.0003,0.0007145245326682925,196800,150.0,0.0009022381855174899,-3.7406442800000006
197299,3948,1316,49,0.83,2.884768486022949,-0.2762232720851898,0.0003,0.0009299590019509196,197400,150.0,0.0008822022937238216,-3.75828961
197899,3959,1320,50,0.83,2.9680888652801514,1.1910643577575684,0.0003,0.0008370094583369792,198000,150.0,0.0008803440723568201,-3.7387290699999998
198499,3971,1324,50,0.83,2.973395347595215,2.6365115642547607,0.0003,0.0009635802125558257,198600,150.0,0.000879832950886339,-3.7842678900000006
199099,3982,1328,50,0.82,2.8353257179260254,-1.848729133605957,0.0003,0.0007216343656182289,199200,150.0,0.0008926572045311332,-3.8150047999999996
199699,3993,1332,50,0.84,2.8930742740631104,0.9764211177825928,0.0003,0.0005150063661858439,199800,150.0,0.0008823671960271895,-3.7918066000000006
