time/fps,train/ent_coef_loss,rollout/success_rate,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,rollout/ep_len_mean,time/episodes,train/ent_coef,time/total_timesteps,time/time_elapsed
52,1.6830397844314575,0.44,-11.916443199999998,0.0003,296949,4.802159309387207,0.0069236354902386665,150.0,1980,0.00215709931217134,297050,1852
52,-0.6658284068107605,0.45,-13.676232419999998,0.0003,297549,4.363041400909424,0.0049902936443686485,150.0,1984,0.002148011466488242,297650,1864
52,-0.046060770750045776,0.45,-13.86547094,0.0003,298149,4.455616474151611,0.005325834732502699,150.0,1988,0.0021702961530536413,298250,1876
52,-0.9587286114692688,0.47,-13.77938629,0.0003,298749,4.479184150695801,0.005663896910846233,150.0,1992,0.0021943412721157074,298850,1889
52,2.5878889560699463,0.48,-13.852903289999999,0.0003,299349,4.6024394035339355,0.010900485329329967,150.0,1996,0.0022255845833569765,299450,1901
52,5.360540390014648,0.48,-17.11067944,0.0003,299949,4.777368545532227,0.008388773538172245,150.0,2000,0.0023240153677761555,300050,1913
52,-0.062410831451416016,0.48,-17.1093083,0.0003,300549,4.344568729400635,0.004743537865579128,150.0,2004,0.002413456793874502,300650,1926
52,4.800583362579346,0.49,-16.98949221,0.0003,301149,4.886709690093994,0.007431993260979652,150.0,2008,0.0023837084881961346,301250,1938
52,-2.054020643234253,0.52,-16.88571023,0.0003,301749,4.523024559020996,0.008965188637375832,150.0,2012,0.0023793773725628853,301850,1950
52,1.1119439601898193,0.52,-16.974714760000005,0.0003,302349,4.76105260848999,0.00788438692688942,150.0,2016,0.0023662943858653307,302450,1962
52,-0.582118809223175,0.5,-17.04175175,0.0003,302949,4.288030624389648,0.0051700761541724205,150.0,2020,0.002387365559116006,303050,1975
52,0.9672160148620605,0.47,-17.2541159,0.0003,303549,4.516661167144775,0.007595716044306755,150.0,2024,0.002352039096876979,303650,1987
52,-1.9903881549835205,0.47,-19.08957991,0.0003,304149,4.44089412689209,0.003476767335087061,150.0,2028,0.0023582743015140295,304250,1999
52,4.643186569213867,0.48,-19.2568756,0.0003,304749,4.93408203125,0.0066124205477535725,150.0,2032,0.0023888573050498962,304850,2012
52,1.4627493619918823,0.49,-19.15764098,0.0003,305349,4.622874736785889,0.007201246917247772,150.0,2036,0.0024103547912091017,305450,2024
52,0.2563971281051636,0.48,-20.82767219,0.0003,305949,4.5794997215271,0.00893570575863123,150.0,2040,0.002522463910281658,306050,2036
52,-0.9219432473182678,0.49,-20.89504048,0.0003,306549,4.65504264831543,0.007091722916811705,150.0,2044,0.002581536304205656,306650,2049
52,-3.689781904220581,0.47,-24.14990518,0.0003,307149,4.341095924377441,0.006266341544687748,150.0,2048,0.0025632816832512617,307250,2061
52,-4.078539848327637,0.46,-24.25777421,0.0003,307749,4.386011123657227,0.007653841748833656,150.0,2052,0.0024290892761200666,307850,2073
51,0.6535403728485107,0.45,-24.4675961,0.0003,308349,4.629858016967773,0.012089509516954422,150.0,2056,0.0023928110022097826,308450,2085
51,4.399303913116455,0.46,-23.787276849999998,0.0003,308949,5.150296211242676,0.01794404536485672,150.0,2060,0.0024259742349386215,309050,2098
51,-1.6572211980819702,0.46,-23.764107170000003,0.0003,309549,4.550851345062256,0.007982142269611359,150.0,2064,0.0024598680902272463,309650,2110
